HASIL TRACKING BESARAN LISTIK
time 	V1 	V2 	V3 	V4 	I1 	I2 	I3 	I4 	Ic
0.7230 	5.0000 	2.7734 	1.3867 	1.9335 	0.0045 	0.0017 	0.0028 	0.0028 	0.0017
0.7240 	5.0000 	2.7741 	1.3870 	1.9352 	0.0045 	0.0017 	0.0028 	0.0028 	0.0017
0.7250 	5.0000 	2.7747 	1.3874 	1.9368 	0.0045 	0.0017 	0.0028 	0.0028 	0.0017
0.7260 	5.0000 	2.7754 	1.3877 	1.9385 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7270 	5.0000 	2.7761 	1.3880 	1.9402 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7280 	5.0000 	2.7767 	1.3884 	1.9418 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7290 	5.0000 	2.7774 	1.3887 	1.9435 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7300 	5.0000 	2.7781 	1.3890 	1.9452 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7310 	5.0000 	2.7787 	1.3894 	1.9468 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7320 	5.0000 	2.7794 	1.3897 	1.9485 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7330 	5.0000 	2.7801 	1.3900 	1.9502 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7340 	5.0000 	2.7807 	1.3904 	1.9518 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7350 	5.0000 	2.7814 	1.3907 	1.9535 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7360 	5.0000 	2.7821 	1.3910 	1.9551 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7370 	5.0000 	2.7827 	1.3914 	1.9568 	0.0044 	0.0017 	0.0028 	0.0028 	0.0017
0.7380 	5.0000 	2.7834 	1.3917 	1.9584 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7390 	5.0000 	2.7840 	1.3920 	1.9601 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7400 	5.0000 	2.7847 	1.3923 	1.9617 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7410 	5.0000 	2.7854 	1.3927 	1.9634 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7420 	5.0000 	2.7860 	1.3930 	1.9650 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7430 	5.0000 	2.7867 	1.3933 	1.9667 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7440 	5.0000 	2.7873 	1.3937 	1.9683 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7450 	5.0000 	2.7880 	1.3940 	1.9699 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7460 	5.0000 	2.7886 	1.3943 	1.9716 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7470 	5.0000 	2.7893 	1.3946 	1.9732 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7480 	5.0000 	2.7899 	1.3950 	1.9748 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7490 	5.0000 	2.7906 	1.3953 	1.9765 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7500 	5.0000 	2.7912 	1.3956 	1.9781 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7510 	5.0000 	2.7919 	1.3959 	1.9797 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7520 	5.0000 	2.7925 	1.3963 	1.9813 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7530 	5.0000 	2.7932 	1.3966 	1.9830 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7540 	5.0000 	2.7938 	1.3969 	1.9846 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7550 	5.0000 	2.7945 	1.3972 	1.9862 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7560 	5.0000 	2.7951 	1.3976 	1.9878 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7570 	5.0000 	2.7958 	1.3979 	1.9894 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7580 	5.0000 	2.7964 	1.3982 	1.9910 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7590 	5.0000 	2.7971 	1.3985 	1.9927 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7600 	5.0000 	2.7977 	1.3989 	1.9943 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7610 	5.0000 	2.7983 	1.3992 	1.9959 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7620 	5.0000 	2.7990 	1.3995 	1.9975 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7630 	5.0000 	2.7996 	1.3998 	1.9991 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7640 	5.0000 	2.8003 	1.4001 	2.0007 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7650 	5.0000 	2.8009 	1.4005 	2.0023 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7660 	5.0000 	2.8015 	1.4008 	2.0039 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7670 	5.0000 	2.8022 	1.4011 	2.0055 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7680 	5.0000 	2.8028 	1.4014 	2.0071 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7690 	5.0000 	2.8035 	1.4017 	2.0087 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7700 	5.0000 	2.8041 	1.4020 	2.0102 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7710 	5.0000 	2.8047 	1.4024 	2.0118 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7720 	5.0000 	2.8054 	1.4027 	2.0134 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7730 	5.0000 	2.8060 	1.4030 	2.0150 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7740 	5.0000 	2.8066 	1.4033 	2.0166 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7750 	5.0000 	2.8073 	1.4036 	2.0182 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7760 	5.0000 	2.8079 	1.4039 	2.0197 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7770 	5.0000 	2.8085 	1.4043 	2.0213 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7780 	5.0000 	2.8092 	1.4046 	2.0229 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7790 	5.0000 	2.8098 	1.4049 	2.0245 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7800 	5.0000 	2.8104 	1.4052 	2.0260 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7810 	5.0000 	2.8110 	1.4055 	2.0276 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7820 	5.0000 	2.8117 	1.4058 	2.0292 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7830 	5.0000 	2.8123 	1.4061 	2.0307 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7840 	5.0000 	2.8129 	1.4065 	2.0323 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7850 	5.0000 	2.8135 	1.4068 	2.0338 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7860 	5.0000 	2.8142 	1.4071 	2.0354 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7870 	5.0000 	2.8148 	1.4074 	2.0370 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7880 	5.0000 	2.8154 	1.4077 	2.0385 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7890 	5.0000 	2.8160 	1.4080 	2.0401 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7900 	5.0000 	2.8166 	1.4083 	2.0416 	0.0044 	0.0016 	0.0028 	0.0028 	0.0016
0.7910 	5.0000 	2.8173 	1.4086 	2.0432 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7920 	5.0000 	2.8179 	1.4089 	2.0447 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7930 	5.0000 	2.8185 	1.4093 	2.0463 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7940 	5.0000 	2.8191 	1.4096 	2.0478 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7950 	5.0000 	2.8197 	1.4099 	2.0493 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7960 	5.0000 	2.8204 	1.4102 	2.0509 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7970 	5.0000 	2.8210 	1.4105 	2.0524 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7980 	5.0000 	2.8216 	1.4108 	2.0540 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.7990 	5.0000 	2.8222 	1.4111 	2.0555 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.8000 	5.0000 	2.8228 	1.4114 	2.0570 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.8010 	5.0000 	2.8234 	1.4117 	2.0586 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.8020 	5.0000 	2.8240 	1.4120 	2.0601 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.8030 	5.0000 	2.8246 	1.4123 	2.0616 	0.0044 	0.0015 	0.0028 	0.0028 	0.0015
0.8040 	5.0000 	2.8253 	1.4126 	2.0631 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8050 	5.0000 	2.8259 	1.4129 	2.0647 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8060 	5.0000 	2.8265 	1.4132 	2.0662 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8070 	5.0000 	2.8271 	1.4135 	2.0677 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8080 	5.0000 	2.8277 	1.4138 	2.0692 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8090 	5.0000 	2.8283 	1.4141 	2.0707 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8100 	5.0000 	2.8289 	1.4144 	2.0722 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8110 	5.0000 	2.8295 	1.4148 	2.0738 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8120 	5.0000 	2.8301 	1.4151 	2.0753 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8130 	5.0000 	2.8307 	1.4154 	2.0768 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8140 	5.0000 	2.8313 	1.4157 	2.0783 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8150 	5.0000 	2.8319 	1.4160 	2.0798 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8160 	5.0000 	2.8325 	1.4163 	2.0813 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8170 	5.0000 	2.8331 	1.4166 	2.0828 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8180 	5.0000 	2.8337 	1.4169 	2.0843 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8190 	5.0000 	2.8343 	1.4172 	2.0858 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8200 	5.0000 	2.8349 	1.4175 	2.0873 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8210 	5.0000 	2.8355 	1.4178 	2.0888 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8220 	5.0000 	2.8361 	1.4181 	2.0903 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8230 	5.0000 	2.8367 	1.4184 	2.0918 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8240 	5.0000 	2.8373 	1.4187 	2.0933 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8250 	5.0000 	2.8379 	1.4189 	2.0947 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8260 	5.0000 	2.8385 	1.4192 	2.0962 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8270 	5.0000 	2.8391 	1.4195 	2.0977 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8280 	5.0000 	2.8397 	1.4198 	2.0992 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8290 	5.0000 	2.8403 	1.4201 	2.1007 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8300 	5.0000 	2.8409 	1.4204 	2.1022 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8310 	5.0000 	2.8415 	1.4207 	2.1036 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8320 	5.0000 	2.8420 	1.4210 	2.1051 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8330 	5.0000 	2.8426 	1.4213 	2.1066 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8340 	5.0000 	2.8432 	1.4216 	2.1080 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8350 	5.0000 	2.8438 	1.4219 	2.1095 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8360 	5.0000 	2.8444 	1.4222 	2.1110 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8370 	5.0000 	2.8450 	1.4225 	2.1125 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8380 	5.0000 	2.8456 	1.4228 	2.1139 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8390 	5.0000 	2.8462 	1.4231 	2.1154 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8400 	5.0000 	2.8467 	1.4234 	2.1168 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8410 	5.0000 	2.8473 	1.4237 	2.1183 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8420 	5.0000 	2.8479 	1.4240 	2.1198 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8430 	5.0000 	2.8485 	1.4242 	2.1212 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8440 	5.0000 	2.8491 	1.4245 	2.1227 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8450 	5.0000 	2.8496 	1.4248 	2.1241 	0.0043 	0.0015 	0.0028 	0.0028 	0.0015
0.8460 	5.0000 	2.8502 	1.4251 	2.1256 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8470 	5.0000 	2.8508 	1.4254 	2.1270 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8480 	5.0000 	2.8514 	1.4257 	2.1285 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8490 	5.0000 	2.8520 	1.4260 	2.1299 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8500 	5.0000 	2.8525 	1.4263 	2.1314 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8510 	5.0000 	2.8531 	1.4266 	2.1328 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8520 	5.0000 	2.8537 	1.4268 	2.1342 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8530 	5.0000 	2.8543 	1.4271 	2.1357 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8540 	5.0000 	2.8548 	1.4274 	2.1371 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8550 	5.0000 	2.8554 	1.4277 	2.1385 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8560 	5.0000 	2.8560 	1.4280 	2.1400 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8570 	5.0000 	2.8566 	1.4283 	2.1414 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8580 	5.0000 	2.8571 	1.4286 	2.1428 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8590 	5.0000 	2.8577 	1.4289 	2.1443 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8600 	5.0000 	2.8583 	1.4291 	2.1457 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8610 	5.0000 	2.8588 	1.4294 	2.1471 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8620 	5.0000 	2.8594 	1.4297 	2.1485 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8630 	5.0000 	2.8600 	1.4300 	2.1500 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8640 	5.0000 	2.8605 	1.4303 	2.1514 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8650 	5.0000 	2.8611 	1.4306 	2.1528 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8660 	5.0000 	2.8617 	1.4308 	2.1542 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8670 	5.0000 	2.8622 	1.4311 	2.1556 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8680 	5.0000 	2.8628 	1.4314 	2.1570 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8690 	5.0000 	2.8634 	1.4317 	2.1584 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8700 	5.0000 	2.8639 	1.4320 	2.1599 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8710 	5.0000 	2.8645 	1.4323 	2.1613 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8720 	5.0000 	2.8651 	1.4325 	2.1627 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8730 	5.0000 	2.8656 	1.4328 	2.1641 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8740 	5.0000 	2.8662 	1.4331 	2.1655 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8750 	5.0000 	2.8667 	1.4334 	2.1669 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8760 	5.0000 	2.8673 	1.4337 	2.1683 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8770 	5.0000 	2.8679 	1.4339 	2.1697 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8780 	5.0000 	2.8684 	1.4342 	2.1711 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8790 	5.0000 	2.8690 	1.4345 	2.1725 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8800 	5.0000 	2.8695 	1.4348 	2.1739 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8810 	5.0000 	2.8701 	1.4350 	2.1752 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8820 	5.0000 	2.8707 	1.4353 	2.1766 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8830 	5.0000 	2.8712 	1.4356 	2.1780 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8840 	5.0000 	2.8718 	1.4359 	2.1794 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8850 	5.0000 	2.8723 	1.4362 	2.1808 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8860 	5.0000 	2.8729 	1.4364 	2.1822 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8870 	5.0000 	2.8734 	1.4367 	2.1836 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8880 	5.0000 	2.8740 	1.4370 	2.1849 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8890 	5.0000 	2.8745 	1.4373 	2.1863 	0.0043 	0.0014 	0.0029 	0.0029 	0.0014
0.8900 	5.0000 	2.8751 	1.4375 	2.1877 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8910 	5.0000 	2.8756 	1.4378 	2.1891 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8920 	5.0000 	2.8762 	1.4381 	2.1904 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8930 	5.0000 	2.8767 	1.4384 	2.1918 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8940 	5.0000 	2.8773 	1.4386 	2.1932 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8950 	5.0000 	2.8778 	1.4389 	2.1945 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8960 	5.0000 	2.8784 	1.4392 	2.1959 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8970 	5.0000 	2.8789 	1.4395 	2.1973 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8980 	5.0000 	2.8795 	1.4397 	2.1986 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.8990 	5.0000 	2.8800 	1.4400 	2.2000 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.9000 	5.0000 	2.8805 	1.4403 	2.2013 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.9010 	5.0000 	2.8811 	1.4405 	2.2027 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.9020 	5.0000 	2.8816 	1.4408 	2.2041 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.9030 	5.0000 	2.8822 	1.4411 	2.2054 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.9040 	5.0000 	2.8827 	1.4414 	2.2068 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.9050 	5.0000 	2.8832 	1.4416 	2.2081 	0.0042 	0.0014 	0.0029 	0.0029 	0.0014
0.9060 	5.0000 	2.8838 	1.4419 	2.2095 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9070 	5.0000 	2.8843 	1.4422 	2.2108 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9080 	5.0000 	2.8849 	1.4424 	2.2122 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9090 	5.0000 	2.8854 	1.4427 	2.2135 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9100 	5.0000 	2.8859 	1.4430 	2.2149 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9110 	5.0000 	2.8865 	1.4432 	2.2162 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9120 	5.0000 	2.8870 	1.4435 	2.2175 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9130 	5.0000 	2.8875 	1.4438 	2.2189 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9140 	5.0000 	2.8881 	1.4440 	2.2202 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9150 	5.0000 	2.8886 	1.4443 	2.2215 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9160 	5.0000 	2.8892 	1.4446 	2.2229 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9170 	5.0000 	2.8897 	1.4448 	2.2242 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9180 	5.0000 	2.8902 	1.4451 	2.2255 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9190 	5.0000 	2.8907 	1.4454 	2.2269 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9200 	5.0000 	2.8913 	1.4456 	2.2282 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9210 	5.0000 	2.8918 	1.4459 	2.2295 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9220 	5.0000 	2.8923 	1.4462 	2.2308 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9230 	5.0000 	2.8929 	1.4464 	2.2322 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9240 	5.0000 	2.8934 	1.4467 	2.2335 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9250 	5.0000 	2.8939 	1.4470 	2.2348 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9260 	5.0000 	2.8944 	1.4472 	2.2361 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9270 	5.0000 	2.8950 	1.4475 	2.2374 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9280 	5.0000 	2.8955 	1.4478 	2.2388 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9290 	5.0000 	2.8960 	1.4480 	2.2401 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9300 	5.0000 	2.8965 	1.4483 	2.2414 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9310 	5.0000 	2.8971 	1.4485 	2.2427 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9320 	5.0000 	2.8976 	1.4488 	2.2440 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9330 	5.0000 	2.8981 	1.4491 	2.2453 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9340 	5.0000 	2.8986 	1.4493 	2.2466 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9350 	5.0000 	2.8992 	1.4496 	2.2479 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9360 	5.0000 	2.8997 	1.4498 	2.2492 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9370 	5.0000 	2.9002 	1.4501 	2.2505 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9380 	5.0000 	2.9007 	1.4504 	2.2518 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9390 	5.0000 	2.9012 	1.4506 	2.2531 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9400 	5.0000 	2.9018 	1.4509 	2.2544 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9410 	5.0000 	2.9023 	1.4511 	2.2557 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9420 	5.0000 	2.9028 	1.4514 	2.2570 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9430 	5.0000 	2.9033 	1.4517 	2.2583 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9440 	5.0000 	2.9038 	1.4519 	2.2596 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9450 	5.0000 	2.9043 	1.4522 	2.2609 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9460 	5.0000 	2.9049 	1.4524 	2.2621 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9470 	5.0000 	2.9054 	1.4527 	2.2634 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9480 	5.0000 	2.9059 	1.4529 	2.2647 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9490 	5.0000 	2.9064 	1.4532 	2.2660 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9500 	5.0000 	2.9069 	1.4535 	2.2673 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9510 	5.0000 	2.9074 	1.4537 	2.2685 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9520 	5.0000 	2.9079 	1.4540 	2.2698 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9530 	5.0000 	2.9084 	1.4542 	2.2711 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9540 	5.0000 	2.9089 	1.4545 	2.2724 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9550 	5.0000 	2.9095 	1.4547 	2.2736 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9560 	5.0000 	2.9100 	1.4550 	2.2749 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9570 	5.0000 	2.9105 	1.4552 	2.2762 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
0.9580 	5.0000 	2.9110 	1.4555 	2.2775 	0.0042 	0.0013 	0.0029 	0.0029 	0.0013
